StudentID,Answer,Score
1,"Data adalah kumpulan kejadian yang diangkat dari suatu kenyataan (fakta), dapat berupa angka-angka, huruf, atau simbol-simbol khusus. Informasi adalah sekumpulan data/ fakta yang diorganisasi atau diolah dengan cara tertentu sehingga mempunyai arti bagi penerima. Pengetahuan adalah Informasi yang telah diproses dan diorganisasikan untuk memperoleh pemahaman, pembelajaran dan pengalaman yang terakumulasi. ",55
2,"Data adalah fakta mentah atau rincian peristiwa yang belum diolah, yang terkadang tidak dapat diterima oleh akal pikiran dari penerima data tersebut, maka dari itu data harus diolah terlebih dahulu menjadi informasi untuk dapat di terima oleh penerima. Informasi adalah hasil pengolahan data yang sudah dapat diterima oleh akal pikiran penerima informasi yang nantinya dapat digunakan untuk pengambilan keputusan. Pengetahuan adalah informasi atau maklumat yang diketahui atau disadari oleh seseorang. ",41.66666667
3,"data adalah sekumpulan informasi, informasi adalah sekumpulan data, pengetahuan adalah ilmu yang logis dan dapat dipahami ",10
4,Data adalah kumpulan dari beberapa bahan mentah dari suatu kejadian. Informasi adalah kumpulan dari data-data yang di olah dan di jadikan satu. Pengetahuan adalah ilmu yang di dapat dari data-data dan informasi. ,51.66666667
5,data berisi informasi ,8.333333333
6,"Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Sedangkan Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ",81.66666667
7,"data adalah fakta mentah sperti kumpulan angka atau huruf serta kumpulan kata tanpa arti, informasi adalah sekumpulan data yang mengandung arti, pengetahuan adalah informasi yang telah dikombinasi dengan pemahaman ",68.33333333
8,"Pengertian Data Data adalah catatan atas kumpulan fakta. Data merupakan bentuk jamak dari datum, berasal dari bahasa latin yang berarti “sesuatu yang diberikan”. Dalam penggunaan sehari – hari data berarti suatu pernyataan yang diterima secara apa adanya. Pernyataan ini adalah hasil pengukuran atau pengamatan suatu variable yang bentuknya dapat berupa angka, kata – kata atau citra. Pengertian Informasi Informasi adalah pesan (ucapan atau ekspresi) atau kumpulan pesan yang terdiri dari order sekuens dari symbol, atau makna yang dapat di tafsirkan dari pesan atau kumulan pesan. Informasi dapat direkam atau ditransmisikan. Hal ini dapat dicatat sebagai tanda – tanda, atau sebagai sinyal berdasarkan gelombang. Informasi adalah jenis acara yang mempengaruhi suatu Negara dari sistem dinamis. Informasi bisa di katakan sebagai pengetahuan yang didapatkan dari pembelajaran, pengalaman, atau instruksi. Pengertian Pengetahuan Pengetahuan adalah informasi atau maklumat yang diketahui atau disadari oleh seseorang. Pengetahuan termasuk, tetapi tidak dibatasi pada deskripsi, hipotesis, konsep, teori, prinsip, dan prosedur yang secara probabilitas Bayesian adalah benar atau berguna. Dalam pengertian lain, pengetahuam adalah berbagai gejala yang ditemui dan diperoleh manusia melalui pengamatan akal. Pengetahuan muncul ketika seseorang menggunakan akal budinya untuk mengenali benda atau kejadian tertentu yang belum pernah dilihat atau dirasakan sebelumnya. ",52.66666667
9,"-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. -Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu k",52.66666667
10,"Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Contoh: lulusan terbaik tahun 2009, rata-rata IPK lulusan 2009, dsb. Sedangkan Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ",58.33333333
11,data adalah kumpulan dari fakta. Informasi adalah kumpulan data yang dibutuhkan oleh konsumen atau user. Pengetahuan adalah kumpulan informasi yang ditulis dan mempunyai tujuan tertentu ,43.66666667
12,"Data adalah sesuatu yang tersimpan,informasi adalah kata-kata yang bersifat penting,pengetahuan adalah informasi yang penting ",23.66666667
13,"data adalah kumpulan informasi dan pengetahuan, dan informasi kumpulan dari pengetahuan yang di informasikan, dan pengetahuan sendiri adalah sumber yang tidak tampak yang mampu memrikan informasi dan data. ",41.66666667
14,"Data adalah sekumpulan fakta yang berupa angka, huruf, gambar, dan gambar bergerak yang belum mempunyai arti / makna. Informasi adalah sekumpulan data yang benar (bukan opini / gosip) yang sudah mempunya arti / makna untuk kita terima. Pengetahuan adalah informasi yang di terima otak untuk diolah dan dicerna, agar sebagian informasi yang penting / berguna bagi otak untuk disimpan. Untuk kemudian otak akan memberi sikap apa yang harus kita lakukan. ",45
15,"data adalah data sebelum diolah , informasi data yang sudah diolah , pengetahuan yang didapat dari informasi ",22
16,"data adalah kumpulan informasi yang belum diolah, informasi adalah kumpulan data yang sudah diolah, pengetahuan adalah kumpulan data yang diperoleh dari beberapa informasi yang bisa ditanggungjawabkan ",46.66666667
17,-Data adalah fakta mentah yang belum diolah -informasi adalah fakta yang sudah mengalami proses pengolahan -Pengetahuan adalah informasi yang telah dipadukan dan menghasilkan sebuah pemahaman baru,55
18,"data adalah sekumpulan informasi, informasi adalah pengetahuan dari sumber yang didapat, pengetahuan adalah ilmu yang sudah ada ",21
19,"- Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",70
20,data isi informasi ,8.333333333
21,data adalah suatu kumpulan data yang masih mentah. informasi adalah data yang sudah diolah. pengetahuan adalah kumpulan berbagai informasi yang telah diolah. ,48.33333333
22,Data merupakan bahan informasi yang belum diolah informasi merupakan data yang sudah diolah dan sudah bisa memberikan informasi secara lengkap pengetahuan merupakan ilmu yang dipoleh dari sebuah informasi ,51.66666667
23,-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian -informasi adalah suatu hasil pemrosesan dari Data yang telah terkumpul sehingga memiliki arti Dalam suatu konteks tertentu -Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat,90
24,data adalah kumpulan dari data mentah yang belum diolah informasi adalah hasil dari data yang telah diolah pengetahuan adalah segala kumpulan informasi yang di berikan dan disampaikan yang mempunyai arti dan makna didalamnya terdapat ilmu ,48.33333333
